
Setup Complete!
Timer Setup Complete!
SPI Setup Complete!
CAN Setup Complete!
Yes it has connected Successfully!There are 4 devices!
Contactor turned ON.....!UV Limit set to = 1.0
OV_limit set to = 3.500
OVTF limit set to = 40degreeC,,,,Device1,,,,,,,,,,Device2,,,,,,,,,,Device3,,,,,,,,,,Device4,,,,,,
Vcmin,Vcmax,Vpack,Tmin,Tmax,OT,UV,OV,OW,,Vcmin,Vcmax,Vpack,Tmin,Tmax,OT,UV,OV,OW,,Vcmin,Vcmax,Vpack,Tmin,Tmax,OT,UV,OV,OW,,Vcmin,Vcmax,Vpack,Tmin,Tmax,OT,UV,OV,OW
1.307,1.314,15.707,28.901,29.518,0,0,0,0,,1.307,1.314,15.123,30.881,31.225,0,0,0,0,,1.307,1.314,15.804,31.213,31.718,0,0,0,0,,1.307,1.314,15.780,30.553,30.858,0,0,0,0,
1.307,1.315,15.726,28.901,29.518,0,0,0,0,,1.307,1.315,15.692,30.870,31.213,0,0,0,0,,1.307,1.315,15.804,31.213,31.718,0,0,0,0,,1.307,1.315,15.780,30.553,30.858,0,0,0,0,
1.307,1.315,15.726,28.901,29.518,0,0,0,0,,1.307,1.315,15.692,30.870,31.213,0,0,0,0,,1.307,1.315,15.605,31.202,31.706,0,0,0,0,,1.307,1.315,15.780,30.541,30.846,0,0,0,0,
1.307,1.315,15.726,28.901,29.518,0,0,0,0,,1.307,1.315,15.692,30.870,31.213,0,0,0,0,,1.307,1.315,15.605,31.202,31.706,0,0,0,0,,1.307,1.315,15.547,30.541,30.846,0,0,0,0,
1.307,1.315,15.726,28.901,29.518,0,0,0,0,,1.307,1.315,15.692,30.870,31.213,0,0,0,0,,1.307,1.315,15.605,31.202,31.706,0,0,0,0,,1.307,1.315,15.547,30.541,30.846,0,0,0,0,
1.307,1.315,15.726,28.890,29.518,0,0,0,0,,1.307,1.315,15.692,30.870,31.213,0,0,0,0,,1.307,1.315,15.605,31.202,31.706,0,0,0,0,,1.307,1.315,15.547,30.541,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.518,0,0,0,0,,1.306,1.314,15.707,30.870,31.225,0,0,0,0,,1.306,1.314,15.605,31.202,31.706,0,0,0,0,,1.306,1.314,15.547,30.541,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.518,0,0,0,0,,1.306,1.314,15.707,30.870,31.225,0,0,0,0,,1.306,1.314,15.804,31.202,31.706,0,0,0,0,,1.306,1.314,15.547,30.529,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.518,0,0,0,0,,1.306,1.314,15.707,30.870,31.225,0,0,0,0,,1.306,1.314,15.804,31.202,31.706,0,0,0,0,,1.306,1.314,15.425,30.529,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.518,0,0,0,0,,1.306,1.314,15.707,30.870,31.225,0,0,0,0,,1.306,1.314,15.804,31.202,31.706,0,0,0,0,,1.306,1.314,15.425,30.529,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.870,31.225,0,0,0,0,,1.306,1.314,15.804,31.202,31.706,0,0,0,0,,1.306,1.314,15.425,30.529,30.846,0,0,0,0,
1.307,1.315,15.722,28.890,29.507,0,0,0,0,,1.307,1.315,15.712,30.870,31.213,0,0,0,0,,1.307,1.315,15.804,31.202,31.706,0,0,0,0,,1.307,1.315,15.425,30.529,30.846,0,0,0,0,
1.307,1.315,15.722,28.890,29.507,0,0,0,0,,1.307,1.315,15.712,30.870,31.213,0,0,0,0,,1.307,1.315,15.785,31.202,31.706,0,0,0,0,,1.307,1.315,15.425,30.529,30.858,0,0,0,0,
1.307,1.315,15.722,28.890,29.507,0,0,0,0,,1.307,1.315,15.712,30.870,31.213,0,0,0,0,,1.307,1.315,15.785,31.202,31.706,0,0,0,0,,1.307,1.315,15.785,30.553,30.858,0,0,0,0,
1.307,1.315,15.722,28.890,29.507,0,0,0,0,,1.307,1.315,15.712,30.870,31.213,0,0,0,0,,1.307,1.315,15.785,31.202,31.706,0,0,0,0,,1.307,1.315,15.785,30.553,30.858,0,0,0,0,
1.307,1.315,15.722,28.890,29.507,0,0,0,0,,1.307,1.315,15.712,30.870,31.213,0,0,0,0,,1.307,1.315,15.785,31.202,31.706,0,0,0,0,,1.307,1.315,15.785,30.553,30.858,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.870,31.213,0,0,0,0,,1.306,1.314,15.785,31.202,31.706,0,0,0,0,,1.306,1.314,15.785,30.553,30.858,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.870,31.213,0,0,0,0,,1.306,1.314,15.790,31.202,31.706,0,0,0,0,,1.306,1.314,15.785,30.553,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.870,31.213,0,0,0,0,,1.306,1.314,15.790,31.202,31.706,0,0,0,0,,1.306,1.314,15.775,30.541,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.870,31.213,0,0,0,0,,1.306,1.314,15.790,31.202,31.706,0,0,0,0,,1.306,1.314,15.775,30.541,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.870,31.213,0,0,0,0,,1.306,1.314,15.790,31.202,31.706,0,0,0,0,,1.306,1.314,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.697,28.890,29.507,0,0,0,0,,1.305,1.313,15.707,30.870,31.213,0,0,0,0,,1.305,1.313,15.790,31.202,31.706,0,0,0,0,,1.305,1.313,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.697,28.890,29.507,0,0,0,0,,1.305,1.313,15.707,30.870,31.213,0,0,0,0,,1.305,1.313,15.814,31.190,31.694,0,0,0,0,,1.305,1.313,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.697,28.890,29.507,0,0,0,0,,1.305,1.313,15.707,30.870,31.213,0,0,0,0,,1.305,1.313,15.814,31.190,31.694,0,0,0,0,,1.305,1.313,15.780,30.541,30.846,0,0,0,0,
1.305,1.313,15.697,28.890,29.507,0,0,0,0,,1.305,1.313,15.707,30.870,31.213,0,0,0,0,,1.305,1.313,15.814,31.190,31.694,0,0,0,0,,1.305,1.313,15.780,30.541,30.846,0,0,0,0,
1.305,1.313,15.697,28.890,29.518,0,0,0,0,,1.305,1.313,15.707,30.870,31.213,0,0,0,0,,1.305,1.313,15.814,31.190,31.694,0,0,0,0,,1.305,1.313,15.780,30.541,30.846,0,0,0,0,
1.306,1.315,15.712,28.890,29.518,0,0,0,0,,1.306,1.315,15.707,30.870,31.213,0,0,0,0,,1.306,1.315,15.814,31.190,31.694,0,0,0,0,,1.306,1.315,15.780,30.541,30.846,0,0,0,0,
1.306,1.315,15.712,28.890,29.518,0,0,0,0,,1.306,1.315,15.707,30.870,31.213,0,0,0,0,,1.306,1.315,15.658,31.202,31.694,0,0,0,0,,1.306,1.315,15.780,30.541,30.846,0,0,0,0,
1.306,1.315,15.712,28.890,29.518,0,0,0,0,,1.306,1.315,15.707,30.870,31.213,0,0,0,0,,1.306,1.315,15.658,31.202,31.694,0,0,0,0,,1.306,1.315,15.790,30.541,30.846,0,0,0,0,
1.306,1.315,15.712,28.890,29.518,0,0,0,0,,1.306,1.315,15.707,30.870,31.213,0,0,0,0,,1.306,1.315,15.658,31.202,31.694,0,0,0,0,,1.306,1.315,15.790,30.541,30.846,0,0,0,0,
1.306,1.315,15.712,28.901,29.507,0,0,0,0,,1.306,1.315,15.707,30.870,31.213,0,0,0,0,,1.306,1.315,15.658,31.202,31.694,0,0,0,0,,1.306,1.315,15.790,30.541,30.846,0,0,0,0,
1.306,1.312,15.702,28.901,29.507,0,0,0,0,,1.306,1.312,15.201,30.858,31.213,0,0,0,0,,1.306,1.312,15.658,31.202,31.694,0,0,0,0,,1.306,1.312,15.790,30.541,30.846,0,0,0,0,
1.306,1.312,15.702,28.901,29.507,0,0,0,0,,1.306,1.312,15.201,30.858,31.213,0,0,0,0,,1.306,1.312,15.804,31.190,31.682,0,0,0,0,,1.306,1.312,15.790,30.541,30.846,0,0,0,0,
1.306,1.312,15.702,28.901,29.507,0,0,0,0,,1.306,1.312,15.201,30.858,31.213,0,0,0,0,,1.306,1.312,15.804,31.190,31.682,0,0,0,0,,1.306,1.312,15.775,30.529,30.846,0,0,0,0,
1.306,1.312,15.702,28.901,29.507,0,0,0,0,,1.306,1.312,15.201,30.858,31.213,0,0,0,0,,1.306,1.312,15.804,31.190,31.682,0,0,0,0,,1.306,1.312,15.775,30.529,30.846,0,0,0,0,
1.306,1.312,15.702,28.890,29.507,0,0,0,0,,1.306,1.312,15.201,30.858,31.213,0,0,0,0,,1.306,1.312,15.804,31.190,31.682,0,0,0,0,,1.306,1.312,15.775,30.529,30.846,0,0,0,0,
1.305,1.313,15.692,28.890,29.507,0,0,0,0,,1.305,1.313,15.688,30.858,31.213,0,0,0,0,,1.305,1.313,15.804,31.190,31.682,0,0,0,0,,1.305,1.313,15.775,30.529,30.846,0,0,0,0,
1.305,1.313,15.692,28.890,29.507,0,0,0,0,,1.305,1.313,15.688,30.858,31.213,0,0,0,0,,1.305,1.313,15.809,31.190,31.682,0,0,0,0,,1.305,1.313,15.775,30.529,30.846,0,0,0,0,
1.305,1.313,15.692,28.890,29.507,0,0,0,0,,1.305,1.313,15.688,30.858,31.213,0,0,0,0,,1.305,1.313,15.809,31.190,31.682,0,0,0,0,,1.305,1.313,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.692,28.890,29.507,0,0,0,0,,1.305,1.313,15.688,30.858,31.213,0,0,0,0,,1.305,1.313,15.809,31.190,31.682,0,0,0,0,,1.305,1.313,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.692,28.879,29.507,0,0,0,0,,1.305,1.313,15.688,30.858,31.213,0,0,0,0,,1.305,1.313,15.809,31.190,31.682,0,0,0,0,,1.305,1.313,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.702,28.879,29.507,0,0,0,0,,1.305,1.313,15.512,30.870,31.213,0,0,0,0,,1.305,1.313,15.809,31.190,31.682,0,0,0,0,,1.305,1.313,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.702,28.879,29.507,0,0,0,0,,1.305,1.313,15.512,30.870,31.213,0,0,0,0,,1.305,1.313,15.804,31.190,31.694,0,0,0,0,,1.305,1.313,15.775,30.541,30.846,0,0,0,0,
1.305,1.313,15.702,28.879,29.507,0,0,0,0,,1.305,1.313,15.512,30.870,31.213,0,0,0,0,,1.305,1.313,15.804,31.190,31.694,0,0,0,0,,1.305,1.313,15.610,30.541,30.846,0,0,0,0,
1.305,1.313,15.702,28.879,29.507,0,0,0,0,,1.305,1.313,15.512,30.870,31.213,0,0,0,0,,1.305,1.313,15.804,31.190,31.694,0,0,0,0,,1.305,1.313,15.610,30.541,30.846,0,0,0,0,
1.305,1.313,15.702,28.890,29.495,0,0,0,0,,1.305,1.313,15.512,30.870,31.213,0,0,0,0,,1.305,1.313,15.804,31.190,31.694,0,0,0,0,,1.305,1.313,15.610,30.541,30.846,0,0,0,0,
1.304,1.312,15.692,28.890,29.495,0,0,0,0,,1.304,1.312,15.707,30.870,31.202,0,0,0,0,,1.304,1.312,15.804,31.190,31.694,0,0,0,0,,1.304,1.312,15.610,30.541,30.846,0,0,0,0,
1.304,1.312,15.692,28.890,29.495,0,0,0,0,,1.304,1.312,15.707,30.870,31.202,0,0,0,0,,1.304,1.312,15.809,31.190,31.694,0,0,0,0,,1.304,1.312,15.610,30.541,30.846,0,0,0,0,
1.304,1.312,15.692,28.890,29.495,0,0,0,0,,1.304,1.312,15.707,30.870,31.202,0,0,0,0,,1.304,1.312,15.809,31.190,31.694,0,0,0,0,,1.304,1.312,15.775,30.541,30.846,0,0,0,0,
1.304,1.312,15.692,28.890,29.495,0,0,0,0,,1.304,1.312,15.707,30.870,31.202,0,0,0,0,,1.304,1.312,15.809,31.190,31.694,0,0,0,0,,1.304,1.312,15.775,30.541,30.846,0,0,0,0,
1.304,1.312,15.692,28.890,29.507,0,0,0,0,,1.304,1.312,15.707,30.870,31.202,0,0,0,0,,1.304,1.312,15.809,31.190,31.694,0,0,0,0,,1.304,1.312,15.775,30.541,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.858,31.202,0,0,0,0,,1.306,1.314,15.809,31.190,31.694,0,0,0,0,,1.306,1.314,15.775,30.541,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.858,31.202,0,0,0,0,,1.306,1.314,15.780,31.202,31.694,0,0,0,0,,1.306,1.314,15.775,30.541,30.846,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.858,31.202,0,0,0,0,,1.306,1.314,15.780,31.202,31.694,0,0,0,0,,1.306,1.314,15.770,30.529,30.834,0,0,0,0,
1.306,1.314,15.712,28.890,29.507,0,0,0,0,,1.306,1.314,15.707,30.858,31.202,0,0,0,0,,1.306,1.314,15.780,31.202,31.694,0,0,0,0,,1.306,1.314,15.770,30.529,30.834,0,0,0,0,
1.306,1.314,15.712,28.890,29.495,0,0,0,0,,1.306,1.314,15.707,30.858,31.202,0,0,0,0,,1.306,1.314,15.780,31.202,31.694,0,0,0,0,,1.306,1.314,15.770,30.529,30.834,0,0,0,0,
1.306,1.315,15.717,28.890,29.495,0,0,0,0,,1.306,1.315,15.712,30.858,31.202,0,0,0,0,,1.306,1.315,15.780,31.202,31.694,0,0,0,0,,1.306,1.315,15.770,30.529,30.834,0,0,0,0,
1.306,1.315,15.717,28.890,29.495,0,0,0,0,,1.306,1.315,15.712,30.858,31.202,0,0,0,0,,1.306,1.315,15.785,31.190,31.682,0,0,0,0,,1.306,1.315,15.770,30.529,30.834,0,0,0,0,
1.306,1.315,15.717,28.890,29.495,0,0,0,0,,1.306,1.315,15.712,30.858,31.202,0,0,0,0,,1.306,1.315,15.785,31.190,31.682,0,0,0,0,,1.306,1.315,15.775,30.529,30.834,0,0,0,0,
1.306,1.315,15.717,28.890,29.495,0,0,0,0,,1.306,1.315,15.712,30.858,31.202,0,0,0,0,,1.306,1.315,15.785,31.190,31.682,0,0,0,0,,1.306,1.315,15.775,30.529,30.834,0,0,0,0,
1.306,1.315,15.717,28.879,29.507,0,0,0,0,,1.306,1.315,15.712,30.858,31.202,0,0,0,0,,1.306,1.315,15.785,31.190,31.682,0,0,0,0,,1.306,1.315,15.775,30.529,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.507,0,0,0,0,,1.306,1.314,15.697,30.858,31.202,0,0,0,0,,1.306,1.314,15.785,31.190,31.682,0,0,0,0,,1.306,1.314,15.775,30.529,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.507,0,0,0,0,,1.306,1.314,15.697,30.858,31.202,0,0,0,0,,1.306,1.314,15.619,31.190,31.682,0,0,0,0,,1.306,1.314,15.775,30.529,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.507,0,0,0,0,,1.306,1.314,15.697,30.858,31.202,0,0,0,0,,1.306,1.314,15.619,31.190,31.682,0,0,0,0,,1.306,1.314,15.770,30.541,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.507,0,0,0,0,,1.306,1.314,15.697,30.858,31.202,0,0,0,0,,1.306,1.314,15.619,31.190,31.682,0,0,0,0,,1.306,1.314,15.770,30.541,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.507,0,0,0,0,,1.306,1.314,15.697,30.858,31.202,0,0,0,0,,1.306,1.314,15.619,31.190,31.682,0,0,0,0,,1.306,1.314,15.770,30.541,30.834,0,0,0,0,
1.306,1.314,15.717,28.879,29.507,0,0,0,0,,1.306,1.314,15.702,30.846,31.202,0,0,0,0,,1.306,1.314,15.619,31.190,31.682,0,0,0,0,,1.306,1.314,15.770,30.541,30.834,0,0,0,0,
1.306,1.314,15.717,28.879,29.507,0,0,0,0,,1.306,1.314,15.702,30.846,31.202,0,0,0,0,,1.306,1.314,15.624,31.190,31.682,0,0,0,0,,1.306,1.314,15.770,30.541,30.834,0,0,0,0,
1.306,1.314,15.717,28.879,29.507,0,0,0,0,,1.306,1.314,15.702,30.846,31.202,0,0,0,0,,1.306,1.314,15.624,31.190,31.682,0,0,0,0,,1.306,1.314,15.765,30.541,30.834,0,0,0,0,
1.306,1.314,15.717,28.879,29.507,0,0,0,0,,1.306,1.314,15.702,30.846,31.202,0,0,0,0,,1.306,1.314,15.624,31.190,31.682,0,0,0,0,,1.306,1.314,15.765,30.541,30.834,0,0,0,0,
1.306,1.314,15.717,28.879,29.495,0,0,0,0,,1.306,1.314,15.702,30.846,31.202,0,0,0,0,,1.306,1.314,15.624,31.190,31.682,0,0,0,0,,1.306,1.314,15.765,30.541,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.483,30.846,31.202,0,0,0,0,,1.306,1.314,15.624,31.190,31.682,0,0,0,0,,1.306,1.314,15.765,30.541,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.483,30.846,31.202,0,0,0,0,,1.306,1.314,15.804,31.178,31.682,0,0,0,0,,1.306,1.314,15.765,30.541,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.483,30.846,31.202,0,0,0,0,,1.306,1.314,15.804,31.178,31.682,0,0,0,0,,1.306,1.314,15.780,30.541,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.483,30.846,31.202,0,0,0,0,,1.306,1.314,15.804,31.178,31.682,0,0,0,0,,1.306,1.314,15.780,30.541,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.483,30.846,31.202,0,0,0,0,,1.306,1.314,15.804,31.178,31.682,0,0,0,0,,1.306,1.314,15.780,30.541,30.834,0,0,0,0,
1.307,1.314,15.717,28.879,29.507,0,0,0,0,,1.307,1.314,15.512,30.858,31.202,0,0,0,0,,1.307,1.314,15.804,31.178,31.682,0,0,0,0,,1.307,1.314,15.780,30.541,30.834,0,0,0,0,
1.307,1.314,15.717,28.879,29.507,0,0,0,0,,1.307,1.314,15.512,30.858,31.202,0,0,0,0,,1.307,1.314,15.590,31.178,31.682,0,0,0,0,,1.307,1.314,15.780,30.541,30.834,0,0,0,0,
1.307,1.314,15.717,28.879,29.507,0,0,0,0,,1.307,1.314,15.512,30.858,31.202,0,0,0,0,,1.307,1.314,15.590,31.178,31.682,0,0,0,0,,1.307,1.314,15.362,30.518,30.834,0,0,0,0,
1.307,1.314,15.717,28.879,29.507,0,0,0,0,,1.307,1.314,15.512,30.858,31.202,0,0,0,0,,1.307,1.314,15.590,31.178,31.682,0,0,0,0,,1.307,1.314,15.362,30.518,30.834,0,0,0,0,
1.307,1.314,15.717,28.879,29.495,0,0,0,0,,1.307,1.314,15.512,30.858,31.202,0,0,0,0,,1.307,1.314,15.590,31.178,31.682,0,0,0,0,,1.307,1.314,15.362,30.518,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.688,30.858,31.202,0,0,0,0,,1.306,1.314,15.590,31.178,31.682,0,0,0,0,,1.306,1.314,15.362,30.518,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.688,30.858,31.202,0,0,0,0,,1.306,1.314,15.790,31.178,31.669,0,0,0,0,,1.306,1.314,15.362,30.518,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.688,30.858,31.202,0,0,0,0,,1.306,1.314,15.790,31.178,31.669,0,0,0,0,,1.306,1.314,15.770,30.529,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.495,0,0,0,0,,1.306,1.314,15.688,30.858,31.202,0,0,0,0,,1.306,1.314,15.790,31.178,31.669,0,0,0,0,,1.306,1.314,15.770,30.529,30.834,0,0,0,0,
1.306,1.314,15.712,28.868,29.507,0,0,0,0,,1.306,1.314,15.688,30.858,31.202,0,0,0,0,,1.306,1.314,15.790,31.178,31.669,0,0,0,0,,1.306,1.314,15.770,30.529,30.834,0,0,0,0,
1.305,1.314,15.697,28.868,29.507,0,0,0,0,,1.305,1.314,15.707,30.846,31.202,0,0,0,0,,1.305,1.314,15.790,31.178,31.669,0,0,0,0,,1.305,1.314,15.770,30.529,30.834,0,0,0,0,
1.305,1.314,15.697,28.868,29.507,0,0,0,0,,1.305,1.314,15.707,30.846,31.202,0,0,0,0,,1.305,1.314,15.804,31.166,31.669,0,0,0,0,,1.305,1.314,15.770,30.529,30.834,0,0,0,0,
1.305,1.314,15.697,28.868,29.507,0,0,0,0,,1.305,1.314,15.707,30.846,31.202,0,0,0,0,,1.305,1.314,15.804,31.166,31.669,0,0,0,0,,1.305,1.314,15.780,30.529,30.834,0,0,0,0,
1.305,1.314,15.697,28.868,29.507,0,0,0,0,,1.305,1.314,15.707,30.846,31.202,0,0,0,0,,1.305,1.314,15.804,31.166,31.669,0,0,0,0,,1.305,1.314,15.780,30.529,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.707,30.846,31.202,0,0,0,0,,1.306,1.314,15.804,31.166,31.669,0,0,0,0,,1.306,1.314,15.780,30.529,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.357,30.846,31.190,0,0,0,0,,1.306,1.314,15.804,31.166,31.669,0,0,0,0,,1.306,1.314,15.780,30.529,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.357,30.846,31.190,0,0,0,0,,1.306,1.314,15.678,31.166,31.669,0,0,0,0,,1.306,1.314,15.780,30.518,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.357,30.846,31.190,0,0,0,0,,1.306,1.314,15.678,31.166,31.669,0,0,0,0,,1.306,1.314,15.785,30.518,30.834,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.357,30.846,31.190,0,0,0,0,,1.306,1.314,15.678,31.166,31.669,0,0,0,0,,1.306,1.314,15.785,30.518,30.834,0,0,0,0,
1.307,1.315,15.722,28.879,29.495,0,0,0,0,,1.307,1.315,15.357,30.846,31.190,0,0,0,0,,1.307,1.315,15.678,31.166,31.669,0,0,0,0,,1.307,1.315,15.785,30.518,30.834,0,0,0,0,
1.307,1.315,15.722,28.879,29.495,0,0,0,0,,1.307,1.315,15.692,30.834,31.178,0,0,0,0,,1.307,1.315,15.678,31.166,31.669,0,0,0,0,,1.307,1.315,15.785,30.518,30.834,0,0,0,0,
1.307,1.315,15.722,28.879,29.495,0,0,0,0,,1.307,1.315,15.692,30.834,31.178,0,0,0,0,,1.307,1.315,15.658,31.178,31.657,0,0,0,0,,1.307,1.315,15.785,30.529,30.822,0,0,0,0,
1.307,1.315,15.722,28.879,29.495,0,0,0,0,,1.307,1.315,15.692,30.834,31.178,0,0,0,0,,1.307,1.315,15.658,31.178,31.657,0,0,0,0,,1.307,1.315,15.775,30.529,30.822,0,0,0,0,
1.307,1.315,15.722,28.879,29.495,0,0,0,0,,1.307,1.315,15.692,30.834,31.178,0,0,0,0,,1.307,1.315,15.658,31.178,31.657,0,0,0,0,,1.307,1.315,15.775,30.529,30.822,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.692,30.834,31.178,0,0,0,0,,1.306,1.314,15.658,31.178,31.657,0,0,0,0,,1.306,1.314,15.775,30.529,30.822,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.177,30.834,31.178,0,0,0,0,,1.306,1.314,15.658,31.178,31.657,0,0,0,0,,1.306,1.314,15.775,30.529,30.822,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.177,30.834,31.178,0,0,0,0,,1.306,1.314,15.804,31.166,31.657,0,0,0,0,,1.306,1.314,15.775,30.529,30.822,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.177,30.834,31.178,0,0,0,0,,1.306,1.314,15.804,31.166,31.657,0,0,0,0,,1.306,1.314,15.760,30.529,30.822,0,0,0,0,
1.306,1.314,15.712,28.879,29.507,0,0,0,0,,1.306,1.314,15.177,30.834,31.178,0,0,0,0,,1.306,1.314,15.804,31.166,31.657,0,0,0,0,,1.306,1.314,15.760,30.529,30.822,0,0,0,0,
1.307,1.314,15.712,28.879,29.495,0,0,0,0,,1.307,1.314,15.177,30.834,31.178,0,0,0,0,,1.307,1.314,15.804,31.166,31.657,0,0,0,0,,1.307,1.314,15.760,30.529,30.822,0,0,0,0,
1.307,1.314,15.712,28.879,29.495,0,0,0,0,,1.307,1.314,15.697,30.834,31.178,0,0,0,0,,1.307,1.314,15.804,31.166,31.657,0,0,0,0,,1.307,1.314,15.760,30.529,30.822,0,0,0,0,
1.307,1.314,15.712,28.879,29.495,0,0,0,0,,1.307,1.314,15.697,30.834,31.178,0,0,0,0,,1.307,1.314,15.668,31.166,31.657,0,0,0,0,,1.307,1.314,15.760,30.518,30.834,0,0,0,0,
1.307,1.314,15.712,28.879,29.495,0,0,0,0,,1.307,1.314,15.697,30.834,31.178,0,0,0,0,,1.307,1.314,15.668,31.166,31.657,0,0,0,0,,1.307,1.314,15.624,30.518,30.834,0,0,0,0,
1.307,1.314,15.712,28.879,29.495,0,0,0,0,,1.307,1.314,15.697,30.834,31.178,0,0,0,0,,1.307,1.314,15.668,31.166,31.657,0,0,0,0,,1.307,1.314,15.624,30.518,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.495,0,0,0,0,,1.306,1.314,15.697,30.834,31.178,0,0,0,0,,1.306,1.314,15.668,31.166,31.657,0,0,0,0,,1.306,1.314,15.624,30.518,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.495,0,0,0,0,,1.306,1.314,15.717,30.834,31.166,0,0,0,0,,1.306,1.314,15.668,31.166,31.657,0,0,0,0,,1.306,1.314,15.624,30.518,30.834,0,0,0,0,
1.306,1.314,15.707,28.879,29.495,0,0,0,0,,1.306,1.314,15.717,30.834,31.166,0,0,0,0,,1.306,1.314,15.785,31.166,31.657,0,0,0,0,,1.306,1.314,15.624,30.518,30.822,0,0,0,0,
1.306,1.314,15.707,28.879,29.495,0,0,0,0,,1.306,1.314,15.717,30.834,31.166,0,0,0,0,,1.306,1.314,15.785,31.166,31.657,0,0,0,0,,1.306,1.314,15.765,30.518,30.822,0,0,0,0,
1.306,1.314,15.707,28.879,29.495,0,0,0,0,,1.306,1.314,15.717,30.834,31.166,0,0,0,0,,1.306,1.314,15.785,31.166,31.657,0,0,0,0,,1.306,1.314,15.765,30.518,30.822,0,0,0,0,
1.305,1.312,15.697,28.868,29.484,0,0,0,0,,1.305,1.312,15.717,30.834,31.166,0,0,0,0,,1.305,1.312,15.785,31.166,31.657,0,0,0,0,,1.305,1.312,15.765,30.518,30.822,0,0,0,0,
1.305,1.312,15.697,28.868,29.484,0,0,0,0,,1.305,1.312,15.702,30.834,31.249,0,0,0,0,,1.305,1.312,15.785,31.166,31.657,0,0,0,0,,1.305,1.312,15.765,30.518,30.822,0,0,0,0,
